,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
22264,MacAlpine Hills 041003,45350,Valid,H5,5.5,Found,2004.0,,,
22265,MacAlpine Hills 041004,45351,Valid,L5,6.6,Found,2004.0,,,
22266,MacAlpine Hills 041005,45352,Valid,H6,5.2,Found,2004.0,,,
22267,MacAlpine Hills 041006,45353,Valid,L5,8.3,Found,2004.0,,,
22268,MacAlpine Hills 041007,45354,Valid,H5,5.6,Found,2004.0,,,
22269,MacAlpine Hills 041008,45355,Valid,L6,16.8,Found,2004.0,,,
22270,MacAlpine Hills 041009,45356,Valid,H5,4.9,Found,2004.0,,,
22271,MacAlpine Hills 041010,36222,Valid,L5,0.9,Found,2004.0,,,
22272,MacAlpine Hills 041011,36223,Valid,L5,0.4,Found,2004.0,,,
22273,MacAlpine Hills 041012,36224,Valid,L5,0.8,Found,2004.0,,,
22274,MacAlpine Hills 041013,36225,Valid,L5,0.4,Found,2004.0,,,
22275,MacAlpine Hills 041014,36226,Valid,L5,0.6,Found,2004.0,,,
22276,MacAlpine Hills 041015,36227,Valid,L5,0.4,Found,2004.0,,,
22277,MacAlpine Hills 041016,36228,Valid,L5,0.7,Found,2004.0,,,
22278,MacAlpine Hills 041017,36229,Valid,L5,1.1,Found,2004.0,,,
22279,MacAlpine Hills 041018,36230,Valid,L5,1.2,Found,2004.0,,,
22280,MacAlpine Hills 041019,36231,Valid,L5,0.8,Found,2004.0,,,
22281,MacAlpine Hills 041020,45357,Valid,L5,1.4,Found,2004.0,,,
22282,MacAlpine Hills 041021,46245,Valid,H4,2.8,Found,2004.0,,,
22283,MacAlpine Hills 041022,45358,Valid,H5,2.2,Found,2004.0,,,
22284,MacAlpine Hills 041023,45359,Valid,H5,3.8,Found,2004.0,,,
22285,MacAlpine Hills 041024,45360,Valid,L5,4.5,Found,2004.0,,,
22286,MacAlpine Hills 041025,46246,Valid,L5,3.1,Found,2004.0,,,
22287,MacAlpine Hills 041026,46247,Valid,L5,8.5,Found,2004.0,,,
22288,MacAlpine Hills 041027,35090,Valid,L5,0.59,Found,2004.0,,,
22289,MacAlpine Hills 041028,46248,Valid,L5,2.5,Found,2004.0,,,
22290,MacAlpine Hills 041029,46249,Valid,L5,2.5,Found,2004.0,,,
22291,MacAlpine Hills 041030,35091,Valid,H5,0.25,Found,2004.0,,,
22292,MacAlpine Hills 041031,35092,Valid,L5,0.6,Found,2004.0,,,
22293,MacAlpine Hills 041032,35093,Valid,L5,0.64,Found,2004.0,,,
22294,MacAlpine Hills 041033,35094,Valid,L5,0.46,Found,2004.0,,,
22295,MacAlpine Hills 041034,35095,Valid,L5,0.35,Found,2004.0,,,
22296,MacAlpine Hills 041035,35096,Valid,L5,0.87,Found,2004.0,,,
22297,MacAlpine Hills 041036,35097,Valid,L5,0.73,Found,2004.0,,,
22298,MacAlpine Hills 041037,35098,Valid,H5,0.56,Found,2004.0,,,
22299,MacAlpine Hills 041038,35099,Valid,L5,1.34,Found,2004.0,,,
22300,MacAlpine Hills 041039,35100,Valid,H5,1.06,Found,2004.0,,,
22301,MacAlpine Hills 041040,46250,Valid,H5,1.7,Found,2004.0,,,
22302,MacAlpine Hills 041041,46251,Valid,L5,1.6,Found,2004.0,,,
22303,MacAlpine Hills 041042,46252,Valid,L5,2.8,Found,2004.0,,,
22304,MacAlpine Hills 041043,46253,Valid,L5,7.7,Found,2004.0,,,
22305,MacAlpine Hills 041044,46254,Valid,L5,16.0,Found,2004.0,,,
22306,MacAlpine Hills 041045,46255,Valid,L5,15.5,Found,2004.0,,,
22307,MacAlpine Hills 041046,46256,Valid,H6,14.2,Found,2004.0,,,
22308,MacAlpine Hills 041047,46257,Valid,H5,5.6,Found,2004.0,,,
22309,MacAlpine Hills 041048,46258,Valid,H5,8.1,Found,2004.0,,,
22310,MacAlpine Hills 041049,46259,Valid,H5,33.4,Found,2004.0,,,
22311,MacAlpine Hills 041050,46260,Valid,H6,25.6,Found,2004.0,,,
22312,MacAlpine Hills 041051,46261,Valid,H6,40.0,Found,2004.0,,,
22313,MacAlpine Hills 041052,46262,Valid,L5,7.3,Found,2004.0,,,
22314,MacAlpine Hills 041053,46263,Valid,L5,4.3,Found,2004.0,,,
22315,MacAlpine Hills 041054,46264,Valid,L5,4.2,Found,2004.0,,,
22316,MacAlpine Hills 041055,46265,Valid,L5,9.5,Found,2004.0,,,
22317,MacAlpine Hills 041056,46266,Valid,H5,2.8,Found,2004.0,,,
22318,MacAlpine Hills 041057,46267,Valid,L5,7.8,Found,2004.0,,,
22319,MacAlpine Hills 041058,46268,Valid,L5,5.2,Found,2004.0,,,
22320,MacAlpine Hills 041059,46269,Valid,L5,5.7,Found,2004.0,,,
22321,MacAlpine Hills 041060,46270,Valid,L5,8.2,Found,2004.0,,,
22322,MacAlpine Hills 041061,46271,Valid,L5,2.3,Found,2004.0,,,
22323,MacAlpine Hills 041062,46272,Valid,L5,2.4,Found,2004.0,,,
22324,MacAlpine Hills 041063,46273,Valid,L5,4.6,Found,2004.0,,,
22325,MacAlpine Hills 041064,46274,Valid,H5,5.0,Found,2004.0,,,
22326,MacAlpine Hills 041065,46275,Valid,H5,2.5,Found,2004.0,,,
22327,MacAlpine Hills 041066,46276,Valid,L5,3.0,Found,2004.0,,,
22328,MacAlpine Hills 041067,46277,Valid,H5,2.7,Found,2004.0,,,
22329,MacAlpine Hills 041068,46278,Valid,H5,1.6,Found,2004.0,,,
22330,MacAlpine Hills 041069,46279,Valid,L5,3.3,Found,2004.0,,,
22331,MacAlpine Hills 041070,36232,Valid,L5,0.7,Found,2004.0,,,
22332,MacAlpine Hills 041071,36233,Valid,L5,1.0,Found,2004.0,,,
22333,MacAlpine Hills 041072,36234,Valid,L5,1.2,Found,2004.0,,,
22334,MacAlpine Hills 041073,36235,Valid,L5,0.6,Found,2004.0,,,
22335,MacAlpine Hills 041074,36236,Valid,L5,0.3,Found,2004.0,,,
22336,MacAlpine Hills 041075,35101,Valid,H5,0.55,Found,2004.0,,,
22337,MacAlpine Hills 041076,35102,Valid,L5,1.29,Found,2004.0,,,
22338,MacAlpine Hills 041077,35103,Valid,L5,1.15,Found,2004.0,,,
22339,MacAlpine Hills 041078,35104,Valid,H5,0.74,Found,2004.0,,,
22340,MacAlpine Hills 041079,35105,Valid,L5,0.89,Found,2004.0,,,
22341,MacAlpine Hills 041080,35106,Valid,L5,0.69,Found,2004.0,,,
22342,MacAlpine Hills 041081,35107,Valid,L5,1.34,Found,2004.0,,,
22343,MacAlpine Hills 041082,35108,Valid,L5,0.73,Found,2004.0,,,
22344,MacAlpine Hills 041083,35109,Valid,L5,1.11,Found,2004.0,,,
22345,MacAlpine Hills 041084,35110,Valid,L5,1.16,Found,2004.0,,,
22346,MacAlpine Hills 041085,46280,Valid,L5,1.6,Found,2004.0,,,
22347,MacAlpine Hills 041086,46281,Valid,H5,1.8,Found,2004.0,,,
22348,MacAlpine Hills 041087,46282,Valid,L5,1.5,Found,2004.0,,,
22349,MacAlpine Hills 041088,46283,Valid,H5,2.6,Found,2004.0,,,
22350,MacAlpine Hills 041089,46284,Valid,H5,1.5,Found,2004.0,,,
22351,MacAlpine Hills 041090,46285,Valid,L5,2.9,Found,2004.0,,,
22352,MacAlpine Hills 041091,46286,Valid,H5,7.7,Found,2004.0,,,
22353,MacAlpine Hills 041092,46287,Valid,H5,2.1,Found,2004.0,,,
22354,MacAlpine Hills 041093,46288,Valid,L5,7.2,Found,2004.0,,,
22355,MacAlpine Hills 041094,46289,Valid,L6,4.8,Found,2004.0,,,
22356,MacAlpine Hills 041095,46290,Valid,L5,2.5,Found,2004.0,,,
22357,MacAlpine Hills 041096,46291,Valid,L5,2.8,Found,2004.0,,,
22358,MacAlpine Hills 041097,35111,Valid,L5,1.27,Found,2004.0,,,
22359,MacAlpine Hills 041098,46292,Valid,H6,2.4,Found,2004.0,,,
22360,MacAlpine Hills 041099,46293,Valid,H5,1.7,Found,2004.0,,,
22361,MacAlpine Hills 041100,35112,Valid,L5,0.92,Found,2004.0,,,
22362,MacAlpine Hills 041101,35113,Valid,H5,0.61,Found,2004.0,,,
22363,MacAlpine Hills 041102,35114,Valid,L5,0.68,Found,2004.0,,,
22364,MacAlpine Hills 041103,35115,Valid,H5,0.7,Found,2004.0,,,
22365,MacAlpine Hills 041104,35116,Valid,L5,1.02,Found,2004.0,,,
22366,MacAlpine Hills 041105,35117,Valid,L5,0.21,Found,2004.0,,,
22367,MacAlpine Hills 041106,35118,Valid,L5,0.68,Found,2004.0,,,
22368,MacAlpine Hills 041107,35119,Valid,L5,0.61,Found,2004.0,,,
22369,MacAlpine Hills 041108,35120,Valid,L5,0.53,Found,2004.0,,,
22370,MacAlpine Hills 041109,35121,Valid,L5,0.38,Found,2004.0,,,
22371,MacAlpine Hills 041110,35122,Valid,L5,0.68,Found,2004.0,,,
22372,MacAlpine Hills 041111,35123,Valid,L5,0.95,Found,2004.0,,,
22373,MacAlpine Hills 041112,35124,Valid,L5,0.57,Found,2004.0,,,
22374,MacAlpine Hills 041113,35125,Valid,L5,0.23,Found,2004.0,,,
22375,MacAlpine Hills 041114,35126,Valid,L5,0.96,Found,2004.0,,,
22376,MacAlpine Hills 041115,35127,Valid,L5,1.35,Found,2004.0,,,
22377,MacAlpine Hills 041116,35128,Valid,L5,1.29,Found,2004.0,,,
22378,MacAlpine Hills 041117,35129,Valid,LL5,0.46,Found,2004.0,,,
22379,MacAlpine Hills 041118,35130,Valid,L5,0.28,Found,2004.0,,,
22380,MacAlpine Hills 041119,35131,Valid,H5,0.52,Found,2004.0,,,
22381,MacAlpine Hills 041120,36237,Valid,L5,0.9,Found,2004.0,,,
22382,MacAlpine Hills 041121,36238,Valid,L5,0.9,Found,2004.0,,,
22383,MacAlpine Hills 041122,36239,Valid,L5,0.5,Found,2004.0,,,
22384,MacAlpine Hills 041123,36240,Valid,L5,0.8,Found,2004.0,,,
22385,MacAlpine Hills 041124,36241,Valid,H5,0.5,Found,2004.0,,,
22386,MacAlpine Hills 041125,36242,Valid,L5,0.5,Found,2004.0,,,
22388,MacAlpine Hills 041126,36243,Valid,L5,0.6,Found,2004.0,,,
22389,MacAlpine Hills 041127,36244,Valid,H4,0.5,Found,2004.0,,,
22390,MacAlpine Hills 041128,36245,Valid,H5,0.5,Found,2004.0,,,
22391,MacAlpine Hills 041129,36246,Valid,L5,0.7,Found,2004.0,,,
22392,MacAlpine Hills 041130,36247,Valid,LL5,0.3,Found,2004.0,,,
22393,MacAlpine Hills 041131,36248,Valid,L5,0.6,Found,2004.0,,,
22394,MacAlpine Hills 041132,36249,Valid,L5,0.2,Found,2004.0,,,
22395,MacAlpine Hills 041133,36250,Valid,L5,0.4,Found,2004.0,,,
22396,MacAlpine Hills 041134,36251,Valid,L5,0.7,Found,2004.0,,,
22397,MacAlpine Hills 041135,36252,Valid,L5,0.4,Found,2004.0,,,
22398,MacAlpine Hills 041136,36253,Valid,L5,1.2,Found,2004.0,,,
22399,MacAlpine Hills 041137,36254,Valid,H5,0.6,Found,2004.0,,,
22400,MacAlpine Hills 041138,36255,Valid,H5,0.9,Found,2004.0,,,
22401,MacAlpine Hills 041139,36256,Valid,L5,0.6,Found,2004.0,,,
22402,MacAlpine Hills 041140,36257,Valid,L5,0.3,Found,2004.0,,,
22403,MacAlpine Hills 041141,36258,Valid,L5,0.5,Found,2004.0,,,
22404,MacAlpine Hills 041142,36259,Valid,L5,0.6,Found,2004.0,,,
22405,MacAlpine Hills 041143,36260,Valid,L5,0.7,Found,2004.0,,,
22406,MacAlpine Hills 041144,36261,Valid,H4,0.9,Found,2004.0,,,
22407,MacAlpine Hills 041145,36262,Valid,L5,0.9,Found,2004.0,,,
22408,MacAlpine Hills 041146,36263,Valid,L5,0.7,Found,2004.0,,,
22409,MacAlpine Hills 041147,36264,Valid,L5,0.7,Found,2004.0,,,
22410,MacAlpine Hills 041148,36265,Valid,L5,0.8,Found,2004.0,,,
22411,MacAlpine Hills 041149,36266,Valid,L5,0.4,Found,2004.0,,,
22412,MacAlpine Hills 041150,36267,Valid,L4,1.3,Found,2004.0,,,
22413,MacAlpine Hills 041151,36268,Valid,L5,0.5,Found,2004.0,,,
22414,MacAlpine Hills 041152,36269,Valid,H5,0.3,Found,2004.0,,,
22416,MacAlpine Hills 041153,36270,Valid,L5,0.5,Found,2004.0,,,
22417,MacAlpine Hills 041154,36271,Valid,L5,0.2,Found,2004.0,,,
22418,MacAlpine Hills 041155,36272,Valid,L5,0.3,Found,2004.0,,,
22419,MacAlpine Hills 041156,36273,Valid,H5,0.4,Found,2004.0,,,
22420,MacAlpine Hills 041157,36274,Valid,H5,0.9,Found,2004.0,,,
22421,MacAlpine Hills 041158,36275,Valid,L5,0.5,Found,2004.0,,,
22422,MacAlpine Hills 041159,36276,Valid,L5,0.3,Found,2004.0,,,
22423,MacAlpine Hills 041160,46294,Valid,H5,1.4,Found,2004.0,,,
22424,MacAlpine Hills 041161,46295,Valid,H5,1.7,Found,2004.0,,,
22425,MacAlpine Hills 041162,46296,Valid,H5,2.1,Found,2004.0,,,
22426,MacAlpine Hills 041163,46297,Valid,L5,1.8,Found,2004.0,,,
22427,MacAlpine Hills 041164,35132,Valid,L5,1.2,Found,2004.0,,,
22428,MacAlpine Hills 041165,46298,Valid,L6,1.9,Found,2004.0,,,
22429,MacAlpine Hills 041166,46299,Valid,L5,2.4,Found,2004.0,,,
22430,MacAlpine Hills 041167,46300,Valid,H5,6.2,Found,2004.0,,,
22431,MacAlpine Hills 041168,46301,Valid,L5,2.4,Found,2004.0,,,
22432,MacAlpine Hills 041169,35133,Valid,Eucrite-unbr,3.2,Found,2004.0,,,
22433,MacAlpine Hills 041170,46302,Valid,H5,26.4,Found,2004.0,,,
22434,MacAlpine Hills 041171,46303,Valid,H5,30.6,Found,2004.0,,,
22435,MacAlpine Hills 041172,46304,Valid,LL5,32.5,Found,2004.0,,,
22436,MacAlpine Hills 041173,46305,Valid,LL5,34.0,Found,2004.0,,,
22437,MacAlpine Hills 041174,46306,Valid,L5,6.9,Found,2004.0,,,
22438,MacAlpine Hills 041175,46307,Valid,H5,11.4,Found,2004.0,,,
22439,MacAlpine Hills 041176,46308,Valid,H5,24.1,Found,2004.0,,,
22440,MacAlpine Hills 041177,46309,Valid,H5,52.2,Found,2004.0,,,
22441,MacAlpine Hills 041178,46310,Valid,H5,97.8,Found,2004.0,,,
22442,MacAlpine Hills 041179,46311,Valid,H5,185.6,Found,2004.0,,,
22443,MacAlpine Hills 041180,36277,Valid,L5,0.6,Found,2004.0,,,
22444,MacAlpine Hills 041181,36278,Valid,L5,1.1,Found,2004.0,,,
22445,MacAlpine Hills 041182,36279,Valid,L5,0.9,Found,2004.0,,,
22446,MacAlpine Hills 041183,36280,Valid,L5,1.1,Found,2004.0,,,
22447,MacAlpine Hills 041184,36281,Valid,L4,1.6,Found,2004.0,,,
22448,MacAlpine Hills 041185,36282,Valid,L5,0.8,Found,2004.0,,,
22449,MacAlpine Hills 041186,36283,Valid,H5,0.2,Found,2004.0,,,
22450,MacAlpine Hills 041187,36284,Valid,L6,0.5,Found,2004.0,,,
22451,MacAlpine Hills 041188,36285,Valid,L5,0.9,Found,2004.0,,,
22452,MacAlpine Hills 041189,36286,Valid,L5,0.7,Found,2004.0,,,
22453,MacAlpine Hills 041190,36287,Valid,L4,1.2,Found,2004.0,,,
22454,MacAlpine Hills 041191,36288,Valid,L5,0.4,Found,2004.0,,,
22455,MacAlpine Hills 041192,36289,Valid,L5,0.4,Found,2004.0,,,
22456,MacAlpine Hills 041193,36290,Valid,Acapulcoite/lodranite,1.3,Found,2004.0,,,
22457,MacAlpine Hills 041194,36291,Valid,H5,0.5,Found,2004.0,,,
22458,MacAlpine Hills 041195,36292,Valid,LL5,0.9,Found,2004.0,,,
22459,MacAlpine Hills 041196,36293,Valid,L5,0.5,Found,2004.0,,,
22460,MacAlpine Hills 041197,36294,Valid,L6,1.4,Found,2004.0,,,
22461,MacAlpine Hills 041198,36295,Valid,L5,0.8,Found,2004.0,,,
22462,MacAlpine Hills 041199,36296,Valid,L5,1.0,Found,2004.0,,,
22463,MacAlpine Hills 041200,36297,Valid,L5,0.5,Found,2004.0,,,
22464,MacAlpine Hills 041201,36298,Valid,L4,0.8,Found,2004.0,,,
22465,MacAlpine Hills 041202,36299,Valid,L5,0.5,Found,2004.0,,,
22466,MacAlpine Hills 041203,36300,Valid,L5,0.2,Found,2004.0,,,
22467,MacAlpine Hills 041204,36301,Valid,H5,1.0,Found,2004.0,,,
22468,MacAlpine Hills 041205,36302,Valid,L5,1.3,Found,2004.0,,,
22469,MacAlpine Hills 041206,36303,Valid,L5,0.9,Found,2004.0,,,
22470,MacAlpine Hills 041207,36304,Valid,L5,0.8,Found,2004.0,,,
22471,MacAlpine Hills 041208,36305,Valid,L5,0.5,Found,2004.0,,,
22472,MacAlpine Hills 041209,36306,Valid,L5,0.4,Found,2004.0,,,
22473,MacAlpine Hills 041210,36307,Valid,L5,0.5,Found,2004.0,,,
22474,MacAlpine Hills 041211,36308,Valid,L5,0.4,Found,2004.0,,,
22475,MacAlpine Hills 041212,36309,Valid,L5,1.0,Found,2004.0,,,
22476,MacAlpine Hills 041213,36310,Valid,L5,0.4,Found,2004.0,,,
22477,MacAlpine Hills 041214,36311,Valid,L5,0.2,Found,2004.0,,,
22478,MacAlpine Hills 041215,36312,Valid,H5,1.0,Found,2004.0,,,
22479,MacAlpine Hills 041216,36313,Valid,LL6,0.7,Found,2004.0,,,
22480,MacAlpine Hills 041217,36314,Valid,L5,1.8,Found,2004.0,,,
22481,MacAlpine Hills 041218,36315,Valid,L5,0.9,Found,2004.0,,,
22482,MacAlpine Hills 041219,36316,Valid,CM2,0.5,Found,2004.0,,,
22483,MacAlpine Hills 041220,36317,Valid,L5,0.8,Found,2004.0,,,
22484,MacAlpine Hills 041221,36318,Valid,L5,0.5,Found,2004.0,,,
22485,MacAlpine Hills 041222,36319,Valid,L5,0.9,Found,2004.0,,,
22486,MacAlpine Hills 041223,36320,Valid,L5,0.9,Found,2004.0,,,
22487,MacAlpine Hills 041224,36321,Valid,L5,0.8,Found,2004.0,,,
22488,MacAlpine Hills 041225,36322,Valid,L5,0.4,Found,2004.0,,,
22489,MacAlpine Hills 041226,36323,Valid,L5,1.1,Found,2004.0,,,
22490,MacAlpine Hills 041227,36324,Valid,L5,0.5,Found,2004.0,,,
22491,MacAlpine Hills 041228,36325,Valid,L5,1.5,Found,2004.0,,,
22492,MacAlpine Hills 041229,36326,Valid,L5,1.3,Found,2004.0,,,
22493,MacAlpine Hills 041230,36327,Valid,L5,1.2,Found,2004.0,,,
22494,MacAlpine Hills 041231,36328,Valid,L5,1.5,Found,2004.0,,,
22495,MacAlpine Hills 041232,36329,Valid,L5,1.0,Found,2004.0,,,
22496,MacAlpine Hills 041233,36330,Valid,L5,1.1,Found,2004.0,,,
22497,MacAlpine Hills 041234,36331,Valid,L5,1.1,Found,2004.0,,,
22498,MacAlpine Hills 041235,36332,Valid,L5,1.8,Found,2004.0,,,
22499,MacAlpine Hills 041236,36333,Valid,L4,1.5,Found,2004.0,,,
22500,MacAlpine Hills 041237,36334,Valid,L5,1.5,Found,2004.0,,,
22501,MacAlpine Hills 041238,36335,Valid,L5,1.6,Found,2004.0,,,
22502,MacAlpine Hills 041239,36336,Valid,L5,1.5,Found,2004.0,,,
22503,MacAlpine Hills 041240,45361,Valid,L5,4.0,Found,2004.0,,,
22504,MacAlpine Hills 041241,45362,Valid,L5,1.4,Found,2004.0,,,
22505,MacAlpine Hills 041242,45363,Valid,L5,2.4,Found,2004.0,,,
22506,MacAlpine Hills 041243,45364,Valid,L5,3.1,Found,2004.0,,,
22507,MacAlpine Hills 041244,45365,Valid,L5,3.1,Found,2004.0,,,
22508,MacAlpine Hills 041245,45366,Valid,L6,2.9,Found,2004.0,,,
22509,MacAlpine Hills 041246,45367,Valid,L6,2.1,Found,2004.0,,,
22510,MacAlpine Hills 041247,45368,Valid,L5,2.0,Found,2004.0,,,
22511,MacAlpine Hills 041248,45369,Valid,L6,5.4,Found,2004.0,,,
22512,MacAlpine Hills 041249,45370,Valid,L5,2.8,Found,2004.0,,,
22513,MacAlpine Hills 041250,45371,Valid,L5,1.2,Found,2004.0,,,
22514,MacAlpine Hills 041251,45372,Valid,LL5,1.5,Found,2004.0,,,
22515,MacAlpine Hills 041252,45373,Valid,L4,3.0,Found,2004.0,,,
22516,MacAlpine Hills 041253,45374,Valid,L5,1.2,Found,2004.0,,,
22517,MacAlpine Hills 041254,45375,Valid,L5,1.6,Found,2004.0,,,
22518,MacAlpine Hills 041255,45376,Valid,L5,5.5,Found,2004.0,,,
22519,MacAlpine Hills 041256,45377,Valid,L5,3.6,Found,2004.0,,,
22520,MacAlpine Hills 041257,45378,Valid,L4,3.3,Found,2004.0,,,
22521,MacAlpine Hills 041258,45379,Valid,L5,2.9,Found,2004.0,,,
22522,MacAlpine Hills 041259,45380,Valid,L5,1.9,Found,2004.0,,,
22523,MacAlpine Hills 041260,46312,Valid,H5,2.6,Found,2004.0,,,
22524,MacAlpine Hills 041261,46313,Valid,H5,4.0,Found,2004.0,,,
22525,MacAlpine Hills 041262,46314,Valid,H5,3.4,Found,2004.0,,,
22526,MacAlpine Hills 041263,46315,Valid,H5,2.6,Found,2004.0,,,
22527,MacAlpine Hills 041264,46316,Valid,H5,1.2,Found,2004.0,,,
22528,MacAlpine Hills 041265,46317,Valid,H5,3.3,Found,2004.0,,,
22529,MacAlpine Hills 041266,46318,Valid,H5,3.9,Found,2004.0,,,
22530,MacAlpine Hills 041267,46319,Valid,H5,2.7,Found,2004.0,,,
22531,MacAlpine Hills 041268,46320,Valid,H5,1.5,Found,2004.0,,,
22532,MacAlpine Hills 041269,35134,Valid,Howardite,4.5,Found,2004.0,,,
22533,MacAlpine Hills 041270,46321,Valid,H5,4.6,Found,2004.0,,,
22534,MacAlpine Hills 041271,46322,Valid,H5,3.3,Found,2004.0,,,
22535,MacAlpine Hills 04850,46323,Valid,L5,1999.1,Found,2004.0,,,
22536,MacAlpine Hills 04851,46324,Valid,H5,2007.3,Found,2004.0,,,
22537,MacAlpine Hills 04852,46325,Valid,H5,906.1,Found,2004.0,,,
22538,MacAlpine Hills 04853,46326,Valid,LL5,375.8,Found,2004.0,,,
22539,MacAlpine Hills 04854,46327,Valid,H5,373.0,Found,2004.0,,,
22540,MacAlpine Hills 04855,46328,Valid,LL5,83.7,Found,2004.0,,,
22541,MacAlpine Hills 04856,46329,Valid,H5,75.5,Found,2004.0,,,
22542,MacAlpine Hills 04857,46330,Valid,LL6,88.0,Found,2004.0,,,
22543,MacAlpine Hills 04858,46331,Valid,H5,38.2,Found,2004.0,,,
22544,MacAlpine Hills 04859,46332,Valid,H5,43.9,Found,2004.0,,,
22545,MacAlpine Hills 04860,45339,Valid,H6,6.2,Found,2004.0,,,
22546,MacAlpine Hills 04861,45340,Valid,L5,2.4,Found,2004.0,,,
22547,MacAlpine Hills 04862,35009,Valid,L5,0.71,Found,2004.0,,,
22548,MacAlpine Hills 04863,35010,Valid,L5,0.97,Found,2004.0,,,
22549,MacAlpine Hills 04864,35011,Valid,L5,0.4,Found,2004.0,,,
22550,MacAlpine Hills 04865,35012,Valid,H4,0.5,Found,2004.0,,,
22551,MacAlpine Hills 04866,35013,Valid,L5,1.19,Found,2004.0,,,
22552,MacAlpine Hills 04867,35014,Valid,L5,0.58,Found,2004.0,,,
22553,MacAlpine Hills 04868,35015,Valid,L5,0.39,Found,2004.0,,,
22554,MacAlpine Hills 04869,45341,Valid,L5,3.3,Found,2004.0,,,
22555,MacAlpine Hills 04870,35016,Valid,H5,0.61,Found,2004.0,,,
22556,MacAlpine Hills 04871,35017,Valid,H4,0.72,Found,2004.0,,,
22557,MacAlpine Hills 04872,35018,Valid,L5,0.28,Found,2004.0,,,
22558,MacAlpine Hills 04873,46333,Valid,H5,2.3,Found,2004.0,,,
22559,MacAlpine Hills 04874,35019,Valid,L5,0.22,Found,2004.0,,,
22560,MacAlpine Hills 04875,46334,Valid,H5,1.4,Found,2004.0,,,
22561,MacAlpine Hills 04876,35020,Valid,H5,0.24,Found,2004.0,,,
22562,MacAlpine Hills 04877,35021,Valid,L5,0.37,Found,2004.0,,,
22563,MacAlpine Hills 04878,46335,Valid,H5,0.9,Found,2004.0,,,
22564,MacAlpine Hills 04879,46336,Valid,H5,1.4,Found,2004.0,,,
22565,MacAlpine Hills 04880,35022,Valid,H5,0.86,Found,2004.0,,,
22566,MacAlpine Hills 04881,35023,Valid,L5,1.4,Found,2004.0,,,
22567,MacAlpine Hills 04882,35024,Valid,L4,1.98,Found,2004.0,,,
22568,MacAlpine Hills 04883,35025,Valid,L5,1.1,Found,2004.0,,,
22569,MacAlpine Hills 04884,35026,Valid,L4,0.26,Found,2004.0,,,
22570,MacAlpine Hills 04885,35027,Valid,L5,0.55,Found,2004.0,,,
22571,MacAlpine Hills 04886,35028,Valid,L4,0.65,Found,2004.0,,,
22572,MacAlpine Hills 04887,35029,Valid,LL5,1.89,Found,2004.0,,,
22573,MacAlpine Hills 04888,35030,Valid,H5,1.08,Found,2004.0,,,
22574,MacAlpine Hills 04889,35031,Valid,H5,0.48,Found,2004.0,,,
22575,MacAlpine Hills 04890,46337,Valid,H5,8.3,Found,2004.0,,,
22576,MacAlpine Hills 04891,46338,Valid,LL6,6.2,Found,2004.0,,,
22577,MacAlpine Hills 04892,46339,Valid,L5,17.5,Found,2004.0,,,
22578,MacAlpine Hills 04893,46340,Valid,L6,12.2,Found,2004.0,,,
22579,MacAlpine Hills 04894,46341,Valid,L5,57.6,Found,2004.0,,,
22580,MacAlpine Hills 04895,46342,Valid,H5,33.7,Found,2004.0,,,
22581,MacAlpine Hills 04896,46343,Valid,LL5,105.9,Found,2004.0,,,
22582,MacAlpine Hills 04897,46344,Valid,L5,17.4,Found,2004.0,,,
22583,MacAlpine Hills 04898,46345,Valid,L5,11.6,Found,2004.0,,,
22584,MacAlpine Hills 04899,46346,Valid,L5,26.5,Found,2004.0,,,
22585,MacAlpine Hills 04900,35032,Valid,LL6,17.7,Found,2004.0,,,
22586,MacAlpine Hills 04901,46347,Valid,H6,5.1,Found,2004.0,,,
22587,MacAlpine Hills 04902,46348,Valid,L5,2.9,Found,2004.0,,,
22588,MacAlpine Hills 04903,35033,Valid,L5,0.39,Found,2004.0,,,
22589,MacAlpine Hills 04904,35034,Valid,L5,1.03,Found,2004.0,,,
22590,MacAlpine Hills 04905,35035,Valid,L5,0.24,Found,2004.0,,,
22591,MacAlpine Hills 04906,35036,Valid,L4,0.53,Found,2004.0,,,
22592,MacAlpine Hills 04907,35037,Valid,L5,0.74,Found,2004.0,,,
22593,MacAlpine Hills 04908,35038,Valid,L5,0.25,Found,2004.0,,,
22594,MacAlpine Hills 04909,35039,Valid,L5,0.32,Found,2004.0,,,
22595,MacAlpine Hills 04910,46349,Valid,L5,2.5,Found,2004.0,,,
22596,MacAlpine Hills 04911,35040,Valid,H5,0.83,Found,2004.0,,,
22597,MacAlpine Hills 04912,35041,Valid,H5,1.27,Found,2004.0,,,
22598,MacAlpine Hills 04913,46350,Valid,H5,1.6,Found,2004.0,,,
22599,MacAlpine Hills 04914,46351,Valid,H5,2.8,Found,2004.0,,,
22600,MacAlpine Hills 04915,35042,Valid,H5,0.41,Found,2004.0,,,
22601,MacAlpine Hills 04916,46352,Valid,L5,4.9,Found,2004.0,,,
22602,MacAlpine Hills 04917,46353,Valid,H5,1.1,Found,2004.0,,,
22603,MacAlpine Hills 04918,35043,Valid,L5,0.8,Found,2004.0,,,
22604,MacAlpine Hills 04919,35044,Valid,L5,0.38,Found,2004.0,,,
